1.000000e-01 	 4.909297e+00 	 2.991990e+00 	3.173244e+00 
5.000000e-02 	 4.909297e+00 	 3.078239e+00 	3.169093e+00 
2.500000e-02 	 4.909297e+00 	 3.122598e+00 	3.168053e+00 
1.250000e-02 	 4.909297e+00 	 3.145062e+00 	3.167793e+00 
6.250000e-03 	 4.909297e+00 	 3.156362e+00 	3.167728e+00 
3.125000e-03 	 4.909297e+00 	 3.162029e+00 	3.167712e+00 
1.562500e-03 	 4.909297e+00 	 3.164866e+00 	3.167708e+00 
7.812500e-04 	 4.909297e+00 	 3.166286e+00 	3.167707e+00 
3.906250e-04 	 4.909297e+00 	 3.166996e+00 	3.167706e+00 
1.953125e-04 	 4.909297e+00 	 3.167351e+00 	3.167706e+00 
9.765625e-05 	 4.909297e+00 	 3.167529e+00 	3.167706e+00 
4.882813e-05 	 4.909297e+00 	 3.167618e+00 	3.167706e+00 
2.441406e-05 	 4.909297e+00 	 3.167662e+00 	3.167706e+00 
1.220703e-05 	 4.909297e+00 	 3.167684e+00 	3.167706e+00 
6.103516e-06 	 4.909297e+00 	 3.167695e+00 	3.167706e+00 
3.051758e-06 	 4.909297e+00 	 3.167701e+00 	3.167706e+00 
1.525879e-06 	 4.909297e+00 	 3.167704e+00 	3.167706e+00 
7.629395e-07 	 4.909297e+00 	 3.167705e+00 	3.167706e+00 
3.814697e-07 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
1.907349e-07 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
9.536743e-08 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
4.768372e-08 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
2.384186e-08 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
1.192093e-08 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
5.960464e-09 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
2.980232e-09 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
1.490116e-09 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
7.450581e-10 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
3.725290e-10 	 4.909297e+00 	 3.167706e+00 	3.167707e+00 
1.862645e-10 	 4.909297e+00 	 3.167706e+00 	3.167708e+00 
9.313226e-11 	 4.909297e+00 	 3.167696e+00 	3.167701e+00 
4.656613e-11 	 4.909297e+00 	 3.167706e+00 	3.167706e+00 
2.328306e-11 	 4.909297e+00 	 3.167725e+00 	3.167725e+00 
1.164153e-11 	 4.909297e+00 	 3.167725e+00 	3.167725e+00 
5.820766e-12 	 4.909297e+00 	 3.167572e+00 	3.167648e+00 
2.910383e-12 	 4.909297e+00 	 3.167419e+00 	3.167572e+00 
1.455192e-12 	 4.909297e+00 	 3.167725e+00 	3.167725e+00 
7.275958e-13 	 4.909297e+00 	 3.167725e+00 	3.167725e+00 
3.637979e-13 	 4.909297e+00 	 3.166504e+00 	3.167725e+00 
1.818989e-13 	 4.909297e+00 	 3.164062e+00 	3.166504e+00 
9.094947e-14 	 4.909297e+00 	 3.164062e+00 	3.168945e+00 
4.547474e-14 	 4.909297e+00 	 3.164062e+00 	3.173828e+00 
2.273737e-14 	 4.909297e+00 	 3.164062e+00 	3.164062e+00 
1.136868e-14 	 4.909297e+00 	 3.125000e+00 	3.164062e+00 
5.684342e-15 	 4.909297e+00 	 3.125000e+00 	3.203125e+00 
2.842171e-15 	 4.909297e+00 	 3.125000e+00 	3.281250e+00 
1.421085e-15 	 4.909297e+00 	 3.125000e+00 	3.125000e+00 
7.105427e-16 	 4.909297e+00 	 2.500000e+00 	3.125000e+00 
3.552714e-16 	 4.909297e+00 	 2.500000e+00 	2.500000e+00 
1.776357e-16 	 4.909297e+00 	 5.000000e+00 	5.000000e+00 
8.881784e-17 	 4.909297e+00 	 0.000000e+00 	5.000000e+00 
4.440892e-17 	 4.909297e+00 	 0.000000e+00 	0.000000e+00 
2.220446e-17 	 4.909297e+00 	 0.000000e+00 	0.000000e+00 
1.110223e-17 	 4.909297e+00 	 0.000000e+00 	0.000000e+00 
