0.0123457 -0.109591 
0.0246914 -0.16418 
0.037037 0.218523 
0.0493827 0.272536 
0.0617284 0.32614 
0.0740741 -0.379253 
0.0864198 0.431796 
0.0987654 0.48369 
0.111111 0.534855 
0.123457 -0.585217 
0.135802 -0.634698 
0.148148 0.683224 
0.160494 -0.730723 
0.17284 0.777123 
0.185185 0.822354 
0.197531 -0.866348 
0.209877 0.909039 
0.222222 -0.950363 
0.234568 0.990257 
0.246914 1.02866 
0.259259 1.06552 
0.271605 1.10077 
0.283951 1.13437 
0.296296 -1.16627 
0.308642 -1.19641 
0.320988 1.22474 
0.333333 1.25124 
0.345679 -1.27586 
0.358025 -1.29855 
0.37037 1.3193 
0.382716 1.33806 
0.395062 1.3548 
0.407407 -1.36951 
0.419753 1.38216 
0.432099 1.39273 
0.444444 1.4012 
0.45679 1.40757 
0.469136 1.41182 
0.481481 -1.41395 
0.493827 -1.41395 
0.506173 -1.41182 
0.518519 -1.40757 
0.530864 1.4012 
0.54321 1.39273 
0.555556 1.38216 
0.567901 1.36951 
0.580247 -1.3548 
0.592593 1.33806 
0.604938 -1.3193 
0.617284 1.29855 
0.62963 1.27586 
0.641975 -1.25124 
0.654321 1.22474 
0.666667 -1.19641 
0.679012 1.16627 
0.691358 -1.13437 
0.703704 -1.10077 
0.716049 1.06552 
0.728395 1.02866 
0.740741 -0.990257 
0.753086 0.950363 
0.765432 -0.909039 
0.777778 -0.866348 
0.790123 -0.822354 
0.802469 -0.777123 
0.814815 0.730723 
0.82716 -0.683224 
0.839506 -0.634698 
0.851852 -0.585217 
0.864198 0.534855 
0.876543 0.48369 
0.888889 -0.431796 
0.901235 0.379253 
0.91358 0.32614 
0.925926 0.272536 
0.938272 0.218523 
0.950617 0.16418 
0.962963 -0.109591 
0.975309 0.0548367 
